tick,time_s,state,drive_en,lift_btn,dump_btn,estop,comms_raw,comms_filt,fault_latch,fault_reason,fault_code,drive_cmd,lift_cmd,dump_cmd,target_vel,vel,motor_cmd,integ,u_unsat,u_sat,windup_block,lift_p,dump_p
906,9.060,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.975269,0.181375,0.447776,0.180878,0.181375,0,0.000000,0.000000
911,9.110,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.983809,1.000000,0.448103,2.692638,1.000000,1,0.000000,0.000000
915,9.150,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.984048,1.000000,0.448426,2.692225,1.000000,1,0.000000,0.000000
920,9.200,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.976114,0.182075,0.448901,0.181603,0.182075,0,0.000000,0.000000
924,9.240,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.976348,0.182268,0.449212,0.181804,0.182268,0,0.000000,0.000000
928,9.280,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.976578,0.182459,0.449518,0.182001,0.182459,0,0.000000,0.000000
933,9.330,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.985083,1.000000,0.449820,2.690444,1.000000,1,0.000000,0.000000
938,9.380,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.977139,0.182923,0.450264,0.182482,0.182923,0,0.000000,0.000000
942,9.420,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.977357,0.183104,0.450555,0.182669,0.183104,0,0.000000,0.000000
947,9.470,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.985842,1.000000,0.450841,2.689139,1.000000,1,0.000000,0.000000
952,9.520,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.977889,0.183544,0.451263,0.183125,0.183544,0,0.000000,0.000000
957,9.570,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.986360,1.000000,0.451538,2.688248,1.000000,1,0.000000,0.000000
961,9.610,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.986562,1.000000,0.451810,2.687901,1.000000,1,0.000000,0.000000
966,9.660,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.978602,0.184134,0.452210,0.183736,0.184134,0,0.000000,0.000000
970,9.700,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.978799,0.184296,0.452472,0.183905,0.184296,0,0.000000,0.000000
974,9.740,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.978993,0.184457,0.452730,0.184071,0.184457,0,0.000000,0.000000
979,9.790,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.987434,1.000000,0.452984,2.686400,1.000000,1,0.000000,0.000000
983,9.830,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.987619,1.000000,0.453235,2.686080,1.000000,1,0.000000,0.000000
985,9.850,DRIVE,1,0,0,0,1,1,0,NONE,0,1,0,0,1.000,0.987711,1.000000,0.453359,2.685922,1.000000,1,0.000000,0.000000
